Archivo,Fecha,Etiqueta_binaria,Etiqueta_multiple
f1p1img558,2025-05-12,enfermo,roya_nivel_1
f1p1img559,2025-05-12,saludable,saludable
f1p1img560,2025-05-12,saludable,saludable
f1p1img561,2025-05-12,enfermo,roya_nivel_1
f1p1img562,2025-05-12,saludable,saludable
f1p1img563,2025-05-12,saludable,saludable
f1p1img564,2025-05-12,enfermo,roya_nivel_1
f1p1img565,2025-05-12,saludable,saludable
f1p1img566,2025-05-12,enfermo,roya_nivel_1
f1p1img567,2025-05-12,enfermo,roya_nivel_1
f1p1img568,2025-05-12,saludable,saludable
f1p1img569,2025-05-12,enfermo,roya_nivel_1
f1p1img570,2025-05-12,saludable,saludable
f1p1img571,2025-05-12,enfermo,roya_nivel_1
f1p1img572,2025-05-12,saludable,saludable
f1p1img573,2025-05-12,enfermo,roya_nivel_1
f1p1img574,2025-05-12,saludable,saludable
f1p1img575,2025-05-12,enfermo,roya_nivel_2
f1p1img576,2025-05-12,saludable,saludable
f1p1img577,2025-05-12,enfermo,roya_nivel_3
f1p1img578,2025-05-12,saludable,saludable
f1p1img579,2025-05-12,saludable,saludable
f1p1img580,2025-05-12,enfermo,roya_nivel_1
f1p1img581,2025-05-12,saludable,saludable
f1p1img582,2025-05-12,saludable,saludable
f1p1img583,2025-05-12,saludable,saludable
f1p1img584,2025-05-12,enfermo,roya_nivel_1
f1p1img585,2025-05-12,saludable,saludable
f1p1img586,2025-05-12,enfermo,roya_nivel_1
f1p1img587,2025-05-12,saludable,saludable
f1p1img588,2025-05-12,enfermo,roya_nivel_1
f1p1img589,2025-05-12,saludable,saludable
f1p1img590,2025-05-12,enfermo,roya_nivel_1
f1p1img591,2025-05-12,saludable,saludable
f1p1img592,2025-05-12,enfermo,roya_nivel_1
f1p1img593,2025-05-12,saludable,saludable
f1p1img594,2025-05-12,enfermo,roya_nivel_1
f1p1img595,2025-05-12,saludable,saludable
f1p1img596,2025-05-12,enfermo,roya_nivel_1
f1p1img597,2025-05-12,saludable,saludable
f1p1img598,2025-05-12,enfermo,roya_nivel_1
f1p1img599,2025-05-13,saludable,saludable
f1p1img600,2025-05-13,enfermo,roya_nivel_1
f1p1img601,2025-05-13,saludable,saludable
f1p1img602,2025-05-13,saludable,saludable
f1p1img603,2025-05-13,enfermo,roya_nivel_1
f1p1img604,2025-05-13,enfermo,roya_nivel_1
f1p1img605,2025-05-13,saludable,saludable
f1p1img606,2025-05-13,enfermo,roya_nivel_1
f1p1img607,2025-05-13,saludable,saludable
f1p1img608,2025-05-13,saludable,saludable
f1p1img609,2025-05-13,enfermo,roya_nivel_1
f1p1img610,2025-05-13,enfermo,roya_nivel_1
f1p1img611,2025-05-13,saludable,saludable
f1p1img612,2025-05-13,saludable,saludable
f1p1img613,2025-05-13,enfermo,roya_nivel_1
f1p1img614,2025-05-13,saludable,saludable
f1p1img615,2025-05-13,enfermo,roya_nivel_1
f1p1img616,2025-05-13,saludable,saludable
f1p1img617,2025-05-13,enfermo,roya_nivel_1
f1p1img618,2025-05-13,enfermo,roya_nivel_1
f1p1img619,2025-05-13,saludable,saludable
f1p1img620,2025-05-13,saludable,saludable
f1p1img621,2025-05-13,saludable,saludable
f1p1img622,2025-05-13,enfermo,roya_nivel_1
f1p1img623,2025-05-13,enfermo,roya_nivel_1
f1p1img624,2025-05-13,enfermo,roya_nivel_4
f1p1img625,2025-05-13,saludable,saludable
f1p1img626,2025-05-13,saludable,saludable
f1p1img627,2025-05-13,saludable,saludable
f1p1img628,2025-05-13,saludable,saludable
f1p1img629,2025-05-13,enfermo,roya_nivel_1
f1p1img630,2025-05-13,saludable,saludable
f1p1img631,2025-05-13,saludable,saludable
f1p1img632,2025-05-13,enfermo,roya_nivel_2
f1p1img633,2025-05-13,saludable,saludable
f1p1img634,2025-05-13,enfermo,roya_nivel_2
f1p1img635,2025-05-13,enfermo,roya_nivel_1
f1p1img636,2025-05-13,saludable,saludable
f1p1img637,2025-05-13,saludable,saludable
f1p1img638,2025-05-13,enfermo,roya_nivel_2
f1p1img639,2025-05-13,saludable,saludable
f1p1img640,2025-05-14,enfermo,roya_nivel_2
f1p1img641,2025-05-14,enfermo,roya_nivel_1
f1p1img642,2025-05-14,saludable,saludable
f1p1img643,2025-05-14,saludable,saludable
f1p1img644,2025-05-14,enfermo,roya_nivel_1
f1p1img645,2025-05-14,saludable,saludable
f1p1img646,2025-05-14,enfermo,roya_nivel_1
f1p1img647,2025-05-14,saludable,saludable
f1p1img648,2025-05-14,enfermo,roya_nivel_1
f1p1img649,2025-05-14,saludable,saludable
f1p1img650,2025-05-14,enfermo,roya_nivel_1
f1p1img651,2025-05-14,saludable,saludable
f1p1img652,2025-05-14,saludable,saludable
f1p1img653,2025-05-14,enfermo,roya_nivel_1
f1p1img654,2025-05-14,enfermo,roya_nivel_2
f1p1img655,2025-05-14,saludable,saludable
f1p1img656,2025-05-14,enfermo,roya_nivel_1
f1p1img657,2025-05-14,saludable,saludable
f1p1img658,2025-05-14,saludable,saludable
f1p1img659,2025-05-14,enfermo,roya_nivel_1
f1p1img660,2025-05-14,saludable,saludable
f1p1img661,2025-05-14,saludable,saludable
f1p1img662,2025-05-14,enfermo,roya_nivel_1
f1p1img663,2025-05-14,saludable,saludable
f1p1img664,2025-05-14,enfermo,roya_nivel_1
f1p1img665,2025-05-14,saludable,saludable
f1p1img666,2025-05-14,enfermo,roya_nivel_1
f1p1img667,2025-05-14,saludable,saludable
f1p1img668,2025-05-14,enfermo,roya_nivel_1
f1p1img669,2025-05-14,saludable,saludable
f1p1img670,2025-05-14,enfermo,roya_nivel_2
f1p1img671,2025-05-14,saludable,saludable
f1p1img672,2025-05-14,enfermo,roya_nivel_2
f1p1img673,2025-05-14,enfermo,roya_nivel_1
f1p1img674,2025-05-14,saludable,saludable
f1p1img675,2025-05-14,enfermo,roya_nivel_1
f1p1img676,2025-05-14,enfermo,roya_nivel_1
f1p1img677,2025-05-14,saludable,saludable
f1p1img678,2025-05-14,enfermo,roya_nivel_1
f1p1img679,2025-05-14,saludable,saludable
f1p1img680,2025-05-14,enfermo,roya_nivel_1
f1p1img681,2025-05-14,enfermo,roya_nivel_1
f1p1img682,2025-05-14,saludable,saludable
f1p1img683,2025-05-14,enfermo,roya_nivel_1
f1p1img684,2025-05-14,saludable,saludable
f1p1img685,2025-05-14,enfermo,roya_nivel_1
f1p1img686,2025-05-14,saludable,saludable
f1p1img687,2025-05-14,enfermo,roya_nivel_1
f1p1img688,2025-05-14,saludable,saludable
f1p1img689,2025-05-15,enfermo,roya_nivel_1
f1p1img690,2025-05-15,saludable,saludable
f1p1img691,2025-05-15,enfermo,roya_nivel_1
f1p1img692,2025-05-15,saludable,saludable
f1p1img693,2025-05-15,saludable,saludable
f1p1img694,2025-05-15,enfermo,roya_nivel_1
f1p1img695,2025-05-15,saludable,saludable
f1p1img696,2025-05-15,saludable,saludable
f1p1img697,2025-05-15,enfermo,roya_nivel_1
f1p1img698,2025-05-15,enfermo,roya_nivel_1
f1p1img699,2025-05-15,saludable,saludable
f1p1img700,2025-05-15,enfermo,roya_nivel_1
f1p1img701,2025-05-15,saludable,saludable
f1p1img702,2025-05-15,enfermo,roya_nivel_2
f1p1img703,2025-05-15,saludable,saludable
f1p1img704,2025-05-15,enfermo,roya_nivel_2
f1p1img705,2025-05-15,saludable,saludable
f1p1img706,2025-05-15,saludable,saludable
f1p1img707,2025-05-15,saludable,saludable
f1p1img708,2025-05-15,enfermo,roya_nivel_1
f1p1img709,2025-05-15,saludable,saludable
f1p1img710,2025-05-15,enfermo,roya_nivel_1
f1p1img711,2025-05-15,saludable,saludable
f1p1img712,2025-05-15,enfermo,roya_nivel_1
f1p1img713,2025-05-15,saludable,saludable
f1p1img714,2025-05-15,saludable,saludable
f1p1img715,2025-05-15,enfermo,roya_nivel_2
f1p1img716,2025-05-15,enfermo,roya_nivel_1
f1p1img717,2025-05-15,saludable,saludable
f1p1img718,2025-05-15,saludable,saludable
f1p1img719,2025-05-15,enfermo,roya_nivel_1
f1p1img720,2025-05-15,enfermo,roya_nivel_2
f1p1img721,2025-05-15,saludable,saludable
f1p1img722,2025-05-15,enfermo,roya_nivel_1
f1p1img723,2025-05-15,saludable,saludable
f1p1img724,2025-05-15,enfermo,roya_nivel_1
f1p1img725,2025-05-15,saludable,saludable
f1p1img726,2025-05-15,saludable,saludable
f1p1img727,2025-05-15,enfermo,roya_nivel_1
f1p1img728,2025-05-15,enfermo,roya_nivel_1
f1p1img729,2025-05-15,saludable,saludable
f1p1img730,2025-05-16,saludable,saludable
f1p1img731,2025-05-16,enfermo,roya_nivel_1
f1p1img732,2025-05-16,enfermo,roya_nivel_1
f1p1img733,2025-05-16,saludable,saludable
f1p1img734,2025-05-16,saludable,saludable
f1p1img735,2025-05-16,saludable,saludable
f1p1img736,2025-05-16,enfermo,roya_nivel_1
f1p1img737,2025-05-16,enfermo,roya_nivel_2
f1p1img738,2025-05-16,saludable,saludable
f1p1img739,2025-05-16,saludable,saludable
f1p1img740,2025-05-16,enfermo,roya_nivel_2
f1p1img741,2025-05-16,enfermo,roya_nivel_1
f1p1img742,2025-05-16,saludable,saludable
f1p1img743,2025-05-16,saludable,saludable
f1p1img744,2025-05-16,saludable,saludable
f1p1img745,2025-05-16,saludable,saludable
f1p1img746,2025-05-16,enfermo,roya_nivel_1
f1p1img747,2025-05-16,saludable,saludable
f1p1img748,2025-05-16,saludable,saludable
f1p1img749,2025-05-16,enfermo,roya_nivel_1
f1p1img750,2025-05-16,saludable,saludable
f1p1img751,2025-05-16,saludable,saludable
f1p1img752,2025-05-16,enfermo,roya_nivel_1
f1p1img753,2025-05-16,saludable,saludable
f1p1img754,2025-05-16,enfermo,roya_nivel_1
f1p1img755,2025-05-16,saludable,saludable
f1p1img756,2025-05-16,saludable,saludable
f1p1img757,2025-05-16,enfermo,roya_nivel_1
f1p1img758,2025-05-16,saludable,saludable
f1p1img759,2025-05-16,enfermo,roya_nivel_1
f1p1img760,2025-05-16,saludable,saludable
f1p1img761,2025-05-16,enfermo,roya_nivel_1
f1p1img762,2025-05-16,saludable,saludable
f1p1img763,2025-05-16,enfermo,roya_nivel_1
f1p1img764,2025-05-16,enfermo,roya_nivel_1
f1p1img765,2025-05-16,saludable,saludable
f1p1img766,2025-05-16,enfermo,roya_nivel_2
f1p1img767,2025-05-16,saludable,saludable
f1p1img768,2025-05-16,saludable,saludable
f1p1img769,2025-05-16,enfermo,roya_nivel_1
f1p1img770,2025-05-16,saludable,saludable
f1p1img771,2025-05-16,enfermo,roya_nivel_1
f1p1img772,2025-05-16,saludable,saludable
f1p1img773,2025-05-16,saludable,saludable
f1p1img774,2025-05-16,enfermo,roya_nivel_1
f1p1img775,2025-05-16,saludable,saludable
f1p1img776,2025-05-16,enfermo,roya_nivel_1
f1p1img777,2025-05-17,enfermo,roya_nivel_1
f1p1img778,2025-05-17,saludable,saludable
f1p1img779,2025-05-17,enfermo,roya_nivel_1
f1p1img780,2025-05-17,saludable,saludable
f1p1img781,2025-05-17,enfermo,roya_nivel_1
f1p1img782,2025-05-17,saludable,saludable
f1p1img783,2025-05-17,enfermo,roya_nivel_1
f1p1img784,2025-05-17,enfermo,roya_nivel_1
f1p1img785,2025-05-17,saludable,saludable
f1p1img786,2025-05-17,enfermo,roya_nivel_1
f1p1img787,2025-05-17,saludable,saludable
f1p1img788,2025-05-17,enfermo,roya_nivel_1
f1p1img789,2025-05-17,saludable,saludable
f1p1img790,2025-05-17,saludable,saludable
f1p1img791,2025-05-17,enfermo,roya_nivel_1
f1p1img792,2025-05-17,saludable,saludable
f1p1img793,2025-05-17,enfermo,roya_nivel_1
f1p1img794,2025-05-17,saludable,saludable
f1p1img795,2025-05-17,enfermo,roya_nivel_1
f1p1img796,2025-05-17,enfermo,roya_nivel_1
f1p1img797,2025-05-17,enfermo,roya_nivel_1
f1p1img798,2025-05-17,enfermo,roya_nivel_1
f1p1img799,2025-05-17,enfermo,roya_nivel_1
f1p1img800,2025-05-17,saludable,saludable
f1p1img801,2025-05-17,enfermo,roya_nivel_1
f1p1img802,2025-05-17,saludable,saludable
f1p1img803,2025-05-17,enfermo,roya_nivel_1
f1p1img804,2025-05-17,saludable,saludable
f1p1img805,2025-05-17,saludable,saludable
f1p1img806,2025-05-17,enfermo,roya_nivel_1
f1p1img807,2025-05-17,saludable,saludable
f1p1img808,2025-05-17,saludable,saludable
f1p1img809,2025-05-17,saludable,saludable
f1p1img810,2025-05-17,saludable,saludable
f1p1img811,2025-05-17,saludable,saludable
f1p1img812,2025-05-17,enfermo,roya_nivel_1
f1p1img813,2025-05-17,saludable,saludable
f1p1img814,2025-05-17,enfermo,roya_nivel_1
f1p1img815,2025-05-17,enfermo,roya_nivel_1
f1p1img816,2025-05-17,saludable,saludable
f1p1img817,2025-05-17,enfermo,roya_nivel_1
f1p1img818,2025-05-17,saludable,saludable
f1p1img819,2025-05-17,enfermo,roya_nivel_1
f1p1img820,2025-05-17,enfermo,roya_nivel_1
f1p1img821,2025-05-17,enfermo,roya_nivel_1
f1p1img822,2025-05-17,enfermo,roya_nivel_1
f1p1img823,2025-05-17,saludable,saludable
f1p1img824,2025-05-17,saludable,saludable
f1p1img825,2025-05-17,saludable,saludable
f1p1img826,2025-05-18,saludable,saludable
f1p1img827,2025-05-18,enfermo,roya_nivel_3
f1p1img828,2025-05-18,saludable,saludable
f1p1img829,2025-05-18,enfermo,roya_nivel_3
f1p1img830,2025-05-18,saludable,saludable
f1p1img831,2025-05-18,enfermo,roya_nivel_2
f1p1img832,2025-05-18,enfermo,roya_nivel_1
f1p1img833,2025-05-18,enfermo,roya_nivel_1
f1p1img834,2025-05-18,enfermo,roya_nivel_1
f1p1img835,2025-05-18,saludable,saludable
f1p1img836,2025-05-18,enfermo,roya_nivel_3
f1p1img837,2025-05-18,saludable,saludable
f1p1img838,2025-05-18,enfermo,roya_nivel_2
f1p1img839,2025-05-18,enfermo,roya_nivel_1
f1p1img840,2025-05-18,saludable,saludable
f1p1img841,2025-05-18,enfermo,roya_nivel_1
f1p1img842,2025-05-18,saludable,saludable
f1p1img843,2025-05-18,enfermo,roya_nivel_1
f1p1img844,2025-05-18,saludable,saludable
f1p1img845,2025-05-18,enfermo,roya_nivel_1
f1p1img846,2025-05-18,saludable,saludable
f1p1img847,2025-05-18,saludable,saludable
f1p1img848,2025-05-18,enfermo,roya_nivel_2
f1p1img849,2025-05-18,saludable,saludable
f1p1img850,2025-05-18,enfermo,roya_nivel_2
f1p1img851,2025-05-18,saludable,saludable
f1p1img852,2025-05-18,enfermo,roya_nivel_1
f1p1img853,2025-05-18,saludable,saludable
f1p1img854,2025-05-18,enfermo,roya_nivel_1
f1p1img855,2025-05-18,enfermo,roya_nivel_3
f1p1img856,2025-05-18,saludable,saludable
f1p1img857,2025-05-18,enfermo,roya_nivel_3
f1p1img858,2025-05-18,saludable,saludable
f1p1img859,2025-05-18,saludable,saludable
f1p1img860,2025-05-18,enfermo,roya_nivel_1
f1p1img861,2025-05-18,saludable,saludable
f1p1img862,2025-05-18,saludable,saludable
f1p1img863,2025-05-18,saludable,saludable
f1p1img864,2025-05-18,enfermo,roya_nivel_1
f1p1img865,2025-05-18,saludable,saludable
f1p1img866,2025-05-18,enfermo,roya_nivel_1
f1p1img867,2025-05-18,enfermo,roya_nivel_2
f1p1img868,2025-05-18,saludable,saludable
f1p1img869,2025-05-18,enfermo,roya_nivel_2
f1p1img870,2025-05-18,saludable,saludable
f1p1img871,2025-05-18,saludable,saludable
f1p1img872,2025-05-18,enfermo,roya_nivel_2
f1p1img873,2025-05-18,saludable,saludable
f1p1img874,2025-05-18,enfermo,roya_nivel_3
f1p1img875,2025-05-19,saludable,saludable
f1p1img876,2025-05-19,enfermo,roya_nivel_1
f1p1img877,2025-05-19,saludable,saludable
f1p1img878,2025-05-19,enfermo,roya_nivel_1
f1p1img879,2025-05-19,enfermo,roya_nivel_1
f1p1img880,2025-05-19,saludable,saludable
f1p1img881,2025-05-19,enfermo,roya_nivel_1
f1p1img882,2025-05-19,saludable,saludable
f1p1img883,2025-05-19,saludable,saludable
f1p1img884,2025-05-19,enfermo,roya_nivel_1
f1p1img885,2025-05-19,saludable,saludable
f1p1img886,2025-05-19,enfermo,roya_nivel_1
f1p1img887,2025-05-19,enfermo,roya_nivel_1
f1p1img888,2025-05-19,saludable,saludable
f1p1img889,2025-05-19,enfermo,roya_nivel_1
f1p1img890,2025-05-19,saludable,saludable
f1p1img891,2025-05-19,enfermo,roya_nivel_1
f1p1img892,2025-05-19,saludable,saludable
f1p1img893,2025-05-19,enfermo,roya_nivel_1
f1p1img894,2025-05-19,saludable,saludable
f1p1img895,2025-05-19,enfermo,roya_nivel_2
f1p1img896,2025-05-19,saludable,saludable
f1p1img897,2025-05-19,enfermo,roya_nivel_2
f1p1img898,2025-05-19,saludable,saludable
f1p1img899,2025-05-19,saludable,saludable
f1p1img900,2025-05-19,saludable,saludable
f1p1img901,2025-05-19,enfermo,roya_nivel_1
f1p1img902,2025-05-19,saludable,saludable
f1p1img903,2025-05-19,enfermo,roya_nivel_1
f1p1img904,2025-05-19,enfermo,roya_nivel_2
f1p1img905,2025-05-19,saludable,saludable
f1p1img906,2025-05-19,enfermo,roya_nivel_2
f1p1img907,2025-05-19,saludable,saludable
f1p1img908,2025-05-19,enfermo,roya_nivel_1
f1p1img909,2025-05-19,enfermo,roya_nivel_1
f1p1img910,2025-05-19,saludable,saludable
f1p1img911,2025-05-19,enfermo,roya_nivel_1
f1p1img912,2025-05-19,saludable,saludable
f1p1img913,2025-05-19,enfermo,roya_nivel_2
f1p1img914,2025-05-19,saludable,saludable
f1p1img915,2025-05-19,enfermo,roya_nivel_2
f1p1img916,2025-05-19,saludable,saludable
f1p1img917,2025-05-20,enfermo,roya_nivel_2
f1p1img918,2025-05-20,saludable,saludable
f1p1img919,2025-05-20,enfermo,roya_nivel_1
f1p1img920,2025-05-20,saludable,saludable
f1p1img921,2025-05-20,enfermo,roya_nivel_1
f1p1img922,2025-05-20,saludable,saludable
f1p1img923,2025-05-20,enfermo,roya_nivel_1
f1p1img924,2025-05-20,saludable,saludable
f1p1img925,2025-05-20,enfermo,roya_nivel_1
f1p1img926,2025-05-20,saludable,saludable
f1p1img927,2025-05-20,enfermo,roya_nivel_1
f1p1img928,2025-05-20,saludable,saludable
f1p1img929,2025-05-20,saludable,saludable
f1p1img930,2025-05-20,saludable,saludable
f1p1img931,2025-05-20,saludable,saludable
f1p1img932,2025-05-20,enfermo,roya_nivel_1
f1p1img933,2025-05-20,saludable,saludable
f1p1img934,2025-05-20,enfermo,roya_nivel_1
f1p1img935,2025-05-20,saludable,saludable
f1p1img936,2025-05-20,enfermo,roya_nivel_1
f1p1img937,2025-05-20,saludable,saludable
f1p1img938,2025-05-20,enfermo,roya_nivel_1
f1p1img939,2025-05-20,saludable,saludable
f1p1img940,2025-05-20,enfermo,roya_nivel_1
f1p1img941,2025-05-20,saludable,saludable
f1p1img942,2025-05-20,enfermo,roya_nivel_1
f1p1img943,2025-05-20,saludable,saludable
f1p1img944,2025-05-20,saludable,saludable
f1p1img945,2025-05-20,saludable,saludable
f1p1img946,2025-05-20,enfermo,roya_nivel_1
f1p1img947,2025-05-20,enfermo,roya_nivel_1
f1p1img948,2025-05-20,saludable,saludable
f1p1img949,2025-05-20,saludable,saludable
f1p1img950,2025-05-20,saludable,saludable
f1p1img951,2025-05-20,saludable,saludable
f1p1img952,2025-05-20,enfermo,roya_nivel_1
f1p1img953,2025-05-20,saludable,saludable
f1p1img954,2025-05-20,enfermo,roya_nivel_1
f1p1img955,2025-05-20,saludable,saludable
f1p1img956,2025-05-20,enfermo,roya_nivel_1
f1p1img957,2025-05-20,enfermo,roya_nivel_1
f1p1img958,2025-05-20,saludable,saludable
f1p1img959,2025-05-20,saludable,saludable
f1p1img960,2025-05-20,saludable,saludable
f1p1img961,2025-05-20,saludable,saludable
f1p1img962,2025-05-20,saludable,saludable
f1p1img963,2025-05-20,enfermo,roya_nivel_1
f1p1img964,2025-05-20,saludable,saludable
f1p1img965,2025-05-20,enfermo,roya_nivel_1
f1p1img966,2025-05-21,enfermo,roya_nivel_1
f1p1img967,2025-05-21,enfermo,roya_nivel_1
f1p1img968,2025-05-21,enfermo,roya_nivel_1
f1p1img969,2025-05-21,saludable,saludable
f1p1img970,2025-05-21,saludable,saludable
f1p1img971,2025-05-21,saludable,saludable
f1p1img972,2025-05-21,saludable,saludable
f1p1img973,2025-05-21,enfermo,roya_nivel_1
f1p1img974,2025-05-21,saludable,saludable
f1p1img975,2025-05-21,enfermo,roya_nivel_1
f1p1img976,2025-05-21,saludable,saludable
f1p1img977,2025-05-21,enfermo,roya_nivel_2
f1p1img978,2025-05-21,enfermo,roya_nivel_1
f1p1img979,2025-05-21,enfermo,roya_nivel_2
f1p1img980,2025-05-21,enfermo,roya_nivel_1
f1p1img981,2025-05-21,saludable,saludable
f1p1img982,2025-05-21,enfermo,roya_nivel_1
f1p1img983,2025-05-21,saludable,saludable
f1p1img984,2025-05-21,enfermo,roya_nivel_1
f1p1img985,2025-05-21,saludable,saludable
f1p1img986,2025-05-21,enfermo,roya_nivel_2
f1p1img987,2025-05-21,saludable,saludable
f1p1img988,2025-05-21,enfermo,roya_nivel_2
f1p1img989,2025-05-21,saludable,saludable
f1p1img990,2025-05-21,saludable,saludable
f1p1img991,2025-05-21,saludable,saludable
f1p1img992,2025-05-21,saludable,saludable
f1p1img993,2025-05-21,enfermo,roya_nivel_1
f1p1img994,2025-05-21,enfermo,roya_nivel_2
f1p1img995,2025-05-21,enfermo,roya_nivel_1
f1p1img996,2025-05-21,enfermo,roya_nivel_2
f1p1img997,2025-05-21,saludable,saludable
f1p1img998,2025-05-21,enfermo,roya_nivel_1
f1p1img999,2025-05-21,saludable,saludable
f1p1img1000,2025-05-21,enfermo,roya_nivel_1
f1p1img1001,2025-05-21,enfermo,roya_nivel_1
f1p1img1002,2025-05-21,saludable,saludable
f1p1img1003,2025-05-21,saludable,saludable
f1p1img1004,2025-05-21,enfermo,roya_nivel_2
f1p1img1005,2025-05-21,saludable,saludable
f1p1img1006,2025-05-21,saludable,saludable
f1p1img1007,2025-05-21,saludable,saludable
f1p1img1008,2025-05-21,saludable,saludable
f1p1img1009,2025-05-21,enfermo,roya_nivel_1
f1p1img1010,2025-05-21,saludable,saludable
f1p1img1011,2025-05-21,enfermo,roya_nivel_1
f1p1img1012,2025-05-21,saludable,saludable
f1p1img1013,2025-05-21,enfermo,roya_nivel_1
f1p1img1014,2025-05-21,saludable,saludable
f1p1img1015,2025-05-22,enfermo,roya_nivel_2
f1p1img1016,2025-05-22,enfermo,roya_nivel_2
f1p1img1017,2025-05-22,saludable,saludable
f1p1img1018,2025-05-22,enfermo,roya_nivel_1
f1p1img1019,2025-05-22,saludable,saludable
f1p1img1020,2025-05-22,enfermo,roya_nivel_2
f1p1img1021,2025-05-22,saludable,saludable
f1p1img1022,2025-05-22,saludable,saludable
f1p1img1023,2025-05-22,saludable,saludable
f1p1img1024,2025-05-22,saludable,saludable
f1p1img1025,2025-05-22,saludable,saludable
f1p1img1026,2025-05-22,enfermo,roya_nivel_2
f1p1img1027,2025-05-22,saludable,saludable
f1p1img1028,2025-05-22,enfermo,roya_nivel_2
f1p1img1029,2025-05-22,saludable,saludable
f1p1img1030,2025-05-22,enfermo,roya_nivel_1
f1p1img1031,2025-05-22,saludable,saludable
f1p1img1032,2025-05-22,enfermo,roya_nivel_1
f1p1img1033,2025-05-22,saludable,saludable
